Product,KCT8526HW,,,,,,,,,,,,,,,,,,,,,,,,
Revision,A4,,,,,,,,,,,,,,,,,,,,,,,,
Date,2018/4/24  18:20_2018/9/14 20:53,,,,,,,,,,,,,,,,,,,,,,,,
Comment,,,,,,,,,,,,,,,,,,,,,,,,,
Limit File Format Version,1,,,,,,,,,,,,,,,,,,,,,,,,
HardBinNumberPass,1,,,,,,,,,,,,,,,,,,,,,,,,
HardBinNamePass,Pass,,,,,,,,,,,,,,,,,,,,,,,,
SoftBinNumberPass,1,,,,,,,,,,,,,,,,,,,,,,,,
SoftBinNamePass,AllPass,,,,,,,,,,,,,,,,,,,,,,,,
LinearCombo,33-34|35-36|37-38|39-40,,,,,,,,,,,,,,,,,,,,,,,,
Test Number,Test Name,Units,HardBinNumber,HardBinName,HardBinPF,SoftBinNumber,SoftBinName,SoftBinPF,FT Lower Limit,FT Upper Limit,QA Lower Limit,QA Upper Limit,Gold Tolerance,Gold Control,MIN,MAX,Apply Offset, Offset1, Offset2, Offset3, Offset4, Offset5, Offset6,Offset7,Offset8
88,POUT_DEVM_20dBm_5530MHz_MCS9_HT80_300us_50%,dBm,5,Bin5,F,439,POUT_DEVM_20dBm_5530MHz_MCS9_HT80_300us_50%,F,19.9,20.1,19.5,20.5,0,0,0,0,N,0,0,0,0,0,0,0,0
89,DEVM_20dBm_5530MHz_MCS9_HT80_300us_50%,dB,5,Bin5,F,440,DEVM_20dBm_5530MHz_MCS9_HT80_300us_50%,F,-50,-35,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
90,EVM_FLOOR_5530MHz_MCS9_HT80,dB,5,Bin5,F,441,EVM_FLOOR_5530MHz_MCS9_HT80,F,-50,-43,-50,-30,0,0,0,0,N,0,0,0,0,0,0,0,0
91,POUT_DEVM_20dBm_5775MHz_MCS9_HT80_300us_50%,dBm,5,Bin5,F,442,POUT_DEVM_20dBm_5530MHz_MCS9_HT80_300us_50%,F,19.9,20.1,19.5,20.5,0,0,0,0,N,0,0,0,0,0,0,0,0
92,DEVM_20dBm_5775MHz_MCS9_HT80_300us_50%,dB,5,Bin5,F,443,DEVM_20dBm_5530MHz_MCS9_HT80_300us_50%,F,-50,-35,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
93,POUT_DEVM_16dBm_5250MHz_MCS11_HE160_300us_50%,dBm,5,Bin5,F,444,POUT_DEVM_16dBm_5250MHz_MCS11_HE160_300us_50%,F,15.9,16.1,15.5,16.5,0,0,0,0,N,0,0,0,0,0,0,0,0
94,DEVM_16dBm_5250MHz_MCS11_HE160_300us_50%,dB,5,Bin5,F,445,DEVM_16dBm_5250MHz_MCS11_HE160_300us_50%,F,-50,-43,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
95,POUT_DEVM_16dBm_5570MHz_MCS11_HE160_300us_50%,dBm,5,Bin5,F,516,POUT_2442MHz_MCS11_HT40,F,15.9,16.1,15.5,16.5,0,0,0,0,N,0,0,0,0,0,0,0,0
96,DEVM_16dBm_5570MHz_MCS11_HE160_300us_50%,dB,5,Bin5,F,517,DEVM_2442MHz_MCS11_HT40,F,-50,-43,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
97,EVM_FLOOR_5570MHz_MCS11_HE160,dB,5,Bin5,F,517,DEVM_2442MHz_MCS11_HT40,F,-50,-43,-50,-30,0,0,0,0,N,0,0,0,0,0,0,0,0
98,POUT_DEVM_16dBm_5815MHz_MCS11_HE160_300us_50%,dBm,5,Bin5,F,519,POUT_2462MHz_MCS11_HT40,F,15.9,16.1,15.5,16.5,0,0,0,0,N,0,0,0,0,0,0,0,0
99,DEVM_16dBm_5815MHz_MCS11_HE160_300us_50%,dB,5,Bin5,F,520,DEVM_2462MHz_MCS11_HT40,F,-50,-43,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
100,POUT_DEVM_18dBm_5210MHz_MCS9_HE80_4msec_50%,dBm,5,Bin5,F,521,POUT_DEVM_18dBm_5210MHz_MCS9_HE80_4msec_50%,F,17.9,18.1,17.5,18.5,0,0,0,0,N,0,0,0,0,0,0,0,0
101,DEVM_18dBm_5210MHz_MCS9_HE80_4msec_50%_-40dB,dB,5,Bin5,F,522,DEVM_18dBm_5210MHz_MCS9_HE80_4msec_50%_-40dB,F,-50,-40,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
102,POUT_DEVM_18dBm_5530MHz_MCS9_HE80_4msec_50%,dBm,5,Bin5,F,523,POUT_DEVM_18dBm_5530MHz_MCS9_HE80_4msec_50%,F,17.9,18.1,17.5,18.5,0,0,0,0,N,0,0,0,0,0,0,0,0
103,DEVM_18dBm_5530MHz_MCS9_HE80_4msec_50%_-40dB,dB,5,Bin5,F,524,DEVM_18dBm_5530MHz_MCS9_HE80_4msec_50%_-40dB,F,-50,-40,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
104,EVM_FLOOR_5530MHz_MCS9_HE80_4msec,dB,5,Bin5,F,525,EVM_FLOOR_5530MHz_MCS9_HE80_4msec,F,-50,-43,-50,-30,0,0,0,0,N,0,0,0,0,0,0,0,0
105,POUT_DEVM_18dBm_5775MHz_MCS9_HE80_4msec_50%,dBm,5,Bin5,F,526,POUT_DEVM_18dBm_5775MHz_MCS9_HE80_4msec_50%,F,17.9,18.1,17.5,18.5,0,0,0,0,N,0,0,0,0,0,0,0,0
106,DEVM_18dBm_5775MHz_MCS9_HE80_4msec_50%,dB,5,Bin5,F,527,DEVM_18dBm_5775MHz_MCS9_HE80_4msec_50%,F,-50,-40,0,5,0,0,0,0,N,0,0,0,0,0,0,0,0
107,TX_IDC_VCC1,mA,5,Bin5,F,528,ICQ_RETEST_FAIL,F,20,50,0,200,0,0,0,0,N,0,0,0,0,0,0,0,0
108,TX_IDC_VCC2,mA,5,Bin5,F,529,ICQ_RETEST_FAIL,F,20,50,0,200,0,0,0,0,N,0,0,0,0,0,0,0,0
109,TX_IDC_VDD,mA,5,Bin5,F,530,ICQ_RETEST_FAIL,F,60,120,0,100,0,0,0,0,N,0,0,0,0,0,0,0,0
110,TX_ICQ,mA,5,Bin5,F,531,ICQ_RETEST_FAIL,F,140,180,0,500,0,0,0,0,N,0,0,0,0,0,0,0,0
111,LNA_IDD_END,mA,3,Bin3,F,532,LNA_IDC_RETEST_FAIL,F,0,50,0,50,0,0,0,0,N,0,0,0,0,0,0,0,0
112,IOFF_VCC1_END,uA,4,Bin4,F,533,IOFF_END_FAIL,F,0.5,2,-10,10,0,0,0,0,N,0,0,0,0,0,0,0,0
113,IOFF_VCC2_END,uA,4,Bin4,F,534,IOFF_END_FAIL,F,-10,10,0,200,0,0,0,0,N,0,0,0,0,0,0,0,0
114,IOFF_VDD,mA,4,Bin4,F,535,IOFF_END_FAIL,F,-10,10,-5,5,0,0,0,0,N,0,0,0,0,0,0,0,0
115,IOFF_GROSS_END,mA,4,Bin4,F,536,IOFF_END_FAIL,F,0.5,2,10,200,0,0,0,0,N,0,0,0,0,0,0,0,0
116,DC_IIH_C1,uA,4,Bin4,F,13,LEAKAGE_FAIL,F,-5,5,10,200,0,0,0,0,N,0,0,0,0,0,0,0,0
117,DC_IIH_PEN,uA,4,Bin4,F,13,LEAKAGE_FAIL,F,600,700,200,600,0,0,0,0,N,0,0,0,0,0,0,0,0
118,DC_IIH_C0,uA,4,Bin4,F,13,LEAKAGE_FAIL,F,250,350,0,200,0,0,0,0,N,0,0,0,0,0,0,0,0
119,DC_IIL_C1,uA,4,Bin4,F,13,LEAKAGE_FAIL,F,-5,5,-5,5,0,0,0,0,N,0,0,0,0,0,0,0,0
120,DC_IIL_PEN,uA,4,Bin4,F,13,LEAKAGE_FAIL,F,-5,5,-5,5,0,0,0,0,N,0,0,0,0,0,0,0,0
121,DC_IIL_C0,uA,4,Bin4,F,13,LEAKAGE_FAIL,F,-5,5,-5,5,0,0,0,0,N,0,0,0,0,0,0,0,0
122,CONT_PEN_POS,V,4,Bin4,F,11,CONT_DIG_FAIL,F,0,1,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0
123,CONT_C0_POS,V,4,Bin4,F,11,CONT_DIG_FAIL,F,0.1,0.6,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0
124,CONT_C1_POS,V,4,Bin4,F,11,CONT_DIG_FAIL,F,1,3,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0
125,TestTime,ms,5,Bin5,F,6,TestTime_FAIL,F,0,6000,0,6000,0,0,0,0,N,0,0,0,0,0,0,0,0
